"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Australia","AUS","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","20.3945596552653","19.4477333386848","20.2951601682844","22.0660241031469","22.5697734387181","22.9571054491043","23.0393742744591","22.2074434501511","22.695204004337","23.6336198412178","23.7941756623862","24.2092874747336","23.5636162907104","25.1025852328239","25.4554799512109","26.174438023632","25.632071604474","24.7323744720151","24.4398359735916","24.2114668150171","22.7074679482636","22.0081131336416","22.2153881761955","23.0538698590742","23.6631633108604","24.1936730683839","24.1212413516699","25.1281960433161","25.9207038605336","27.0921664531382","26.0046930896703","26.6032822020909","26.5675617764754","27.0211953635615","26.9711829301027","26.4236914615747","26.6143832774609","24.4972502276932","23.3246447425583","22.7182068103629","23.4493973879254","24.4660757822883","24.37516929373","24.5232431846339","24.8656608016678","24.8182530236217","25.8308165296216","26.0911876717425","25.292775987876","",
"Austria","AUT","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","27.7411488311303","28.2436890984022","28.7081225270168","29.3082446832646","29.2718549193723","29.6846306142964","31.979543342594","31.9140916080645","32.4038906706966","33.5038362513289","32.4486438443788","31.9864052937317","33.3578689488776","32.914894536749","32.6523244918495","32.6857774908703","33.6069239919765","32.9085864040139","33.0288086131299","33.3178287932521","34.7971706876647","35.0832706893692","35.0308354146301","42.8237559011091","43.9549431338339","44.1717990357971","44.1274081584602","44.3518532054213","43.7771878456122","45.5358138856587","44.5222625757039","44.0881762403452","43.852540967284","43.5413113992351","42.984044212543","43.0073959610318","43.7472747913438","43.8938603898113","43.511666776615","43.5698042225443","44.1658896459924","44.8594733972564","44.7069569213288","45.1229783155468","43.5810725125099","43.5561553768395","43.6882918147666","44.0412816972008","43.4382438958753","",
"Azerbaijan","AZE","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6046970910061","17.9983597338082","13.7672107150699","14.8816198587848","17.8807417310934","17.572896082223","","","","","","","","","49.3018945018586","40.8898501467635","46.8289179324149","45.4813563227219","41.2739730781807","40.4057956068887","39.8963976405639","34.1837072453108","34.9198678696967","35.075876697878","39.416628377366","42.8140744014985","","",
"Burundi","BDI","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","11.451400322725","11.7913165008551","9.56483182365237","11.8834614071921","14.4972827741273","16.6350147395408","14.4579955612164","13.9461724135432","13.3751155201791","","","","","","","","","","18.234244778148","18.0979613218158","18.1627908411278","18.9525114311078","19.2736081492917","17.6149752945648","13.4612018669778","16.5591929035482","15.7963438735178","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.3685079179872","41.962255310749","42.21270272622","42.7851320458182","42.5080352411563","42.4166967006324","42.3916403017536","41.3575333597555","40.4964505715145","40.5149658193172","40.4514807236284","40.1475312277508","39.7136769834255","40.8103243531998","39.8481785583168","40.3552788579394","41.2031562277408","42.3060858207438","42.8152616575036","42.5962020658392","40.4201425769148","38.3610414027171","38.815562562507","39.2019025772471","37.7565898549867","37.5013766293763","",
"Benin","BEN","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","14.9349878232636","14.1083707290837","12.9307229450291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3986618953145","10.9823377533586","12.2034721267599","11.3144980387629","11.6244635661232","12.2340925908741","11.4777574610242","12.1291290126239","13.6196368298569","13.9407112530199","15.5744972185096","16.8259532010796","15.4651331178926","14.9763866393624","16.1772531489629","16.7979690110934","16.8227576880022","18.4393817308214","15.8492467461457","",
"Bangladesh","BGD","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55508912359227","8.87465110773691","8.71578966709367","8.65675173626511","8.9489913342907","8.77841193665516","8.81075448022252","9.51289063059205","9.64307267713728","9.74382934646306","10.4626574311705","11.1452302740666","11.1604123716535","10.8668856085968","9.84448413886165","8.52279611186147","8.0712626971168","8.70480535725308","8.85578039462247","8.64085902734595","",
"Bulgaria","BGR","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.146325450644","36.3994104642594","35.6294820717131","33.3295416527267","38.9644216133942","","","","","","","","","","","35.1702127808909","34.0830107410707","35.5532631133708","36.2219839549593","32.0641658658263","29.8498549841497","29.1455229167297","30.6031036867465","32.5416813489779","33.4172114250667","33.5917469863617","32.2203090452695","33.034038594328","34.8267882951096","34.9822134152289","33.3753115551175","",
"Bahrain","BHR","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","33.5808652102582","36.682260909579","36.3145608403852","31.5793221304472","33.0541368743616","36.6906998761926","36.7866167116842","29.5123121775374","25.7021765677753","27.7552144283059","29.4642857142857","27.0668894394193","26.0020152261532","27.8473891474454","22.7381282727559","23.8792408783869","26.814280033748","26.519497904767","22.2140983183519","26.2462352378484","31.2708171320411","28.7047599294825","27.376107519489","27.0404622334077","26.5913770158925","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7391029690461","15.7722521503234","17.1469926021229","17.1895213454075","18.5823872353483","19.1396908719743","18.9858686616791","11.4911344269751","11.1241113267244","11.3062558320221","11.6035966208009","11.0545659144272","9.99446018312923","10.1588597184471","10.4299586208724","11.22147780647","12.5941527945118","12.5831156282432","13.5731331939958","13.1885120757847","12.8102398366245","14.4186586504079","14.1734447846649","13.0932301740069","13.1531561307612","14.5974129537427","16.8090987686952","16.752880985871","15.9907963436241","18.3908874537627","21.5148028970565","",
"Bosnia and Herzegovina","BIH","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.510791697612","38.0158563185951","38.6324300651031","37.8784133385698","37.3576274268363","38.3701983394205","38.8356040603384","39.4812765699371","38.4486786204093","39.4168546567092","38.5888634433822","38.1410239540529","38.7053092698035","38.8980796393086","38.0786342193793","37.9661881736306","",
"Belarus","BLR","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6304347826087","38","33.3670544596189","30.026605602827","30.5320086113877","31.8294305264019","29.1064442485413","28.7118679578489","28.6812717598371","28.4761721752498","26.5677186351063","29.3229729138406","31.43575146324","33.7785670484776","37.1520910340999","38.251314527923","38.8917740910758","34.0995302527319","30.3154229945244","28.0633696235903","29.0395636217814","28.7220108739005","27.9218863983255","29.6768850917047","28.9426479589148","29.4671842726401","30.8473176687811","29.6011060252308","28.1031209282799","",
"Belize","BLZ","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4493932396388","24.0468878504095","23.3757077536106","21.9226772756345","21.9004246824903","20.9454041399208","22.2585948944924","21.9954569543445","21.9217430420524","23.0224583369357","20.3582031829079","20.7865995742457","21.3008174531045","21.4135526800292","21.5302057012332","23.5729091422446","24.1046450638616","25.9530233727669","25.3363019744278","25.4991371180663","27.4613891772263","26.7448487587316","25.6216852046604","27.4877818174392","28.510610318936","28.0700882353181","27.9219885106459","29.2413405947118","","","","",
"Bermuda","BMU","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","9.82605694209732","13.1475741541068","13.0238208492296","12.4973391553446","12.7502130545221","13.675331291791","14.8509353243256","15.171704777404","16.0419678845584","16.3863944670622","16.2363522993615","17.167756177944","16.977530335494","17.6836581186739","17.8984315838973","17.8019804276196","16.9083189764458","18.377051526403","18.7957346068987","20.242405288024","22.9723882357329","23.2039130315004","23.2656060110864","","","","","","","","","","","","","","",
"Brazil","BRA","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.9964370674468","29.1008030572235","29.6660502664772","28.6511222344884","27.3715145442707","29.25143160027","29.6701052640299","27.8247298509471","28.5828852342878","29.1518761025088","26.1876427197509","",
"Barbados","BRB","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3286804798255","28.6180868050515","27.9799688302134","26.3327986706727","27.0578528117412","27.3248166879176","27.9485389061807","26.5742918806024","27.7212747126513","25.9590315489876","24.7305705051028","24.9107351994264","26.6593394329348","29.6214465182027","","","","","",
"Brunei Darussalam","BRN","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","10.2667453270646","","15.0535547879209","13.1010948267322","14.0373737948708","","21.9442986775259","19.0434512655848","17.725206404216","17.8668257968199","17.809670402088","21.048715382562","19.2322410593835","19.0153192112316","19.0377939696023","18.4330749518208","20.4307237460075","20.7683406591378","23.6644902143734","22.5005075183669","19.9203454287237","16.8688289448869","16.17775133007","17.2602247494806","17.4126021898674","20.8706544679725","23.1128660221278","23.5197939384491","22.0003040822938","20.9584047639226","21.3202879928874","20.4550808848822","19.9238183296725","19.6251272344171","18.8025091074856","18.6673011919388","22.9608152798462","20.3193409333623","21.2582221148732","",
"Botswana","BWA","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7881769906485","49.6502838503278","51.1688519530402","50.0500728896596","37.9068791212635","40.904515715789","44.8398686929488","","","","","","","","","","45.5384896596084","41.6323488405987","39.7813321882651","39.6811076783662","36.2728183373153","36.0517731090002","37.3935006644222","38.7959565845652","39.4707147421892","35.1954933575301","34.7739423007915","33.6157989109378","30.9214358705651","30.1829883889994","28.823972371682","",
"Central African Republic","CAF","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.31440060494781","","","","9.3940412693077","9.11047626338612","9.20742098068466","8.62528933619754","9.55407347188312","","4.58128207147806","5.66316008874996","7.30022999816924","7.19819455148522","8.81798776425636","8.79208439882621","9.51223596724716","",
"Canada","CAN","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7654535301019","20.4994472672981","20.6866018918492","19.7947107739911","19.1385256875493","19.4502112855304","19.783833105996","20.6024953274635","20.666234999293","20.5919733470117","20.8617411485603","20.1601523762926","19.3246638356621","19.0651145813243","18.6903132683099","18.52968507421","18.5317932825239","18.6951561172876","17.6208781924395","17.6435436387172","16.8961721345029","16.9254981361992","16.9203236637378","16.9526176646696","16.9792224861735","17.8509094964837","17.8650755134574","18.0104464036707","18.5291939067985","18.2916150000822","18.8325530052149","",
"Central Europe and the Baltics","CEB","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8193805950361","36.4879016029634","37.857127916653","34.9924311237777","34.5929748521457","34.7051769677421","33.9429439605248","33.9763141752574","34.1177320123697","34.4435676878704","33.1381738306121","33.3917892384012","33.5766696248496","34.1488149166455","33.7094614861862","32.6314642379203","32.5971762667114","33.0308424296486","33.6138088476696","33.5856411769609","33.7523874868267","34.4343111664519","34.0009461371705","33.9409602645139","34.2230668934391","34.2073029378285","34.6349172342311","",
"Switzerland","CHE","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","16.291977615571","16.248320858424","16.6151226841863","16.92429282032","17.1734313617633","","","","","","14.491411017667","14.4891088947212","14.8233171771012","15.0881184812814","15.533793483246","16.1344544205493","16.4952780685622","16.3869111489941","17.0916704223024","16.8360715188793","17.9822987642417","17.0838119441452","17.1671631935042","16.9519492368795","16.6480435013215","16.7257657065059","16.6279719619333","16.3150738170999","17.1488132054407","17.1103514760645","16.939346934995","17.1428897151195","17.0228874398062","17.2066644445994","16.9489160883274","17.5431639045678","17.2568370188818","17.9155412834309","17.4221680563572","17.6344771436285","17.6549550169721","",
"Channel Islands","CHI","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","28.3907245069545","26.5455239559666","26.1199104105804","30.273810557748","28.0004483776484","28.4378886901091","29.1343277702527","29.642162302562","30.3797575215321","28.8397544899838","27.8886607794523","26.7506975376409","28.1568276078949","26.1931955340942","25.086907873397","23.4308043375386","20.6477414381721","19.9956539171392","18.8489501367827","20.2580604473013","20.8356111012978","20.861212317993","20.0553981905251","19.6697563231682","20.4271723828843","20.4033244842622","20.4222030424738","20.0994569508337","20.7855354296647","20.8378704235694","20.1749105502888","20.0061859822593","21.2431453025888","22.9947038509202","24.5913294326013","26.1023294338566","24.5014374384181","19.1154471915875","21.550084613536","22.6609132637705","22.1048865678584","20.9927906067468","20.6564876974145","21.1423576597254","20.8570992758532","21.1680432165628","22.174030616691","21.7083199112351","20.0041169143679","",
"China","CHN","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.62504082604117","10.1251615144195","16.7345024759724","11.076537734555","11.6627061599211","11.2310799432248","11.2387260137086","11.1389589630267","10.9562365189849","15.8181780335482","16.0430230597269","15.6299264256437","15.8831720481562","16.5358955398421","16.1005703947567","14.0860868694423","",
"Cote d'Ivoire","CIV","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0939562480098","","","","","","9.92642498369656","10.5019537442297","10.0861439128766","10.6855766002544","10.6883040509977","11.1938088192391","12.2029275253076","12.018043493011","11.5870709728155","11.260655664762","8.66048493876675","12.1110234714877","11.7130027511987","10.6443386514717","12.1642139982484","11.8397119397372","12.1686711539495","12.0720726017895","12.3395862206113","","",
"Cameroon","CMR","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2621092732867","15.1547809207989","15.519982694287","9.78026509684577","7.79536613174599","9.89354112055351","","","12.9371843466106","12.18606622811","","","","","","","","","","","","","15.8693647929398","15.8187025581043","16.3329616160107","15.4849009804073","14.5180049310914","14.691664680823","15.1505199201345","","","",
"Congo, Dem. Rep.","COD","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","9.8932111272166","9.76416384340942","11.1063112018972","8.50083333415711","6.42326288866356","6.51659900105494","5.74252019878373","7.60694241789925","9.42548684834012","8.63377425439709","7.8733412396511","","","","","","9.75146579099389","11.4485550100087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5912219889665","30.3482350705497","29.7076483905896","31.2383578521052","35.7993182061616","41.717460890325","36.8578332696592","47.2109883354693","28.8748872682932","34.5970818741756","38.7472961925445","32.8290855960018","34.9102425487905","31.6658701956263","20.8591629440667","20.6542267488211","17.3966485920566","25.5446923785883","26.3841313456376","21.2091981176981","",
"Colombia","COL","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.185737672777","18.0037261154036","15.4943496592403","","","22.8380013523536","","","","","21.9014898626389","20.949409459023","21.5744254310186","23.4920085360318","26.3354797473995","24.4985703542816","23.4469943054822","24.1024162766989","24.2234212780588","22.5842861999584","23.4754945083621","25.599238629654","24.0799013349577","",
"Comoros","COM","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6038406715747","29.7305388101174","27.4263360685694","29.2426822379604","25.9555007684788","26.3716169750607","26.6134346069603","27.6705341723497","26.5602749002853","24.5954969041101","29.1225657249935","31.1134839127094","28.7938967815075","","","","",
"Costa Rica","CRI","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","15.2145865283965","15.9411161148831","18.5385565542389","17.9712698783147","17.6052931958444","16.634575165768","19.0104626929688","18.2452200718494","17.7995673463754","17.8275281394091","17.4349855772107","21.7145862010301","22.3175260059297","20.7205140668089","22.1267559766777","24.6297974156988","25.0812883067214","24.4323516643278","23.0851075427481","18.4463798322401","19.5517410678796","20.396907907592","19.8036009894342","20.5494315366641","20.7529660182237","20.7671266707088","20.9143249085917","22.0888276735691","22.1601211089174","22.8622133974224","22.9198713123263","22.8826702548561","22.3081381492337","22.7646960437901","23.5677369105922","24.1121142424658","24.4079331526952","23.4639750944888","22.8675831980544","23.2976636073559","23.3615138350075","23.5886934969403","23.0707492376911","23.4572080583441","24.0079934600948","23.3185966619773","24.3167782701782","24.1566156987452","23.7019681045929","",
"Caribbean small states","CSS","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7173260115514","22.2102817717556","23.1290229733581","23.4361013222332","25.3296842280323","27.3431145786835","25.9275884836581","27.4147735658904","27.7811111613521","26.8545159757023","25.0796341156901","26.143410866385","26.487185473065","27.7059737685291","29.663612870068","28.1636743413726","26.6702590312906","27.1240743629231","","","",
"Cuba","CUB","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","23.1167299610072","19.2333041015067","19.6431095564512","19.7058249687205","19.5824068909669","21.1863734064119","21.8184926061541","22.7017272215968","24.1814017871205","24.9072813453975","25.6476844181272","26.0734591322644","25.480845568821","26.4943126962909","27.7774808965358","47.2046526100891","46.0313719659424","48.0830148611509","51.5319666435462","53.3585178647185","50.403697125894","49.9294108690404","48.8741023833369","50.4823003198947","49.8294338469411","53.5658397846594","55.2633159287393","54.7363591129017","57.6016555010641","58.1122980409952","61.9911424810202","62.8412224415396","68.142755525194","65.5529765229317","35.782723379779","36.2375549807537","35.6854427299091","35.645694613955","36.3279354721795","39.5997489638793","38.2935344461481","36.6441355060451","37.2625555549738","37.9019681021227","38.3634186632639","37.9712581176829","",
"Czech Republic","CZE","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3044125852081","30.8945730948014","33.2538372968591","31.6236937988416","31.578407974738","30.7853385662035","31.2172794912345","30.6753708373127","31.5100541811451","31.4949338196985","35.1206962257549","32.3578765571785","31.1804750485528","31.1645733741806","31.7632988239769","30.6790489900714","30.0249094661029","30.5110108768881","31.4616784534366","31.9407705521664","31.994580491362","31.0554226803744","31.3054414147341","31.7937539726401","31.7452667841056","32.1568525962329","32.0275568929536","32.2059424482389","",
"Germany","DEU","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","21.5451930036044","22.573261213294","22.4205060003042","22.4309370245626","22.9141987145637","23.3697678925116","23.4392274533934","23.1821631189341","24.4976569840747","24.8391950391887","25.3523720728314","24.9306835971395","25.3923429690986","25.554589240351","25.1908773546986","25.2246573029273","24.5712569268188","24.9052014676651","24.4093560283321","28.5761130029007","29.5350340176022","29.4849476551925","30.1481785138422","30.0489810567874","29.8418844788641","29.8388700507355","29.5938781386205","30.1198360751258","29.9079223741045","28.9957837370083","28.8524284388477","29.4445574863106","28.1794636069515","28.1044963313537","27.863761383266","27.5704426796823","27.8032900188102","28.7883372244688","27.9909530494463","28.3232227980813","28.5549901468322","28.5484553684173","28.5011768001284","28.506004269409","28.4051946891927","28.5563608761126","28.9237082301521","29.1805605539321","29.2806364251862","",
"Djibouti","DJI","Revenue, excluding grants (% of GDP)","GC.REV.XGRT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
